customer_id,is_pass,is_loan,is_overdue,age,live_state,cont_list_no,ap_pd24h,ap_pd30d,ap_long3d,ap_long90d,ap_al,ap_dd_1lo,ap_dd_lalo,ap_dd_1lo_1ap,cd_score,cd_open_acct,cd_ovdu_acct,cd_ovdu_amt,cd_tot_bal,cd_enq_tot60d,cd_enq_org30d,gender_v_Male,education_v_12th,education_v_Below 10th,education_v_Doctorate/PhD,education_v_Graduation/Diploma,education_v_Masters/Post-Graduation,"mon_salary_v_100,000-200,000","mon_salary_v_15,000-20,000","mon_salary_v_20,000-30,000","mon_salary_v_200,000-500,000","mon_salary_v_30,000-50,000","mon_salary_v_50,000-100,000","mon_salary_v_<10,000","mon_salary_v_>=500,000",marriage_v_Single,marriage_v_Widowed,residence_type_v_Other,residence_type_v_PG,residence_type_v_Rent,employ_stat_v_Self-employed,employ_stat_v_Student,employ_stat_v_Unemployed,occupation_v_Clerical support workers,occupation_v_Craft and related trades workers,occupation_v_Elementary occupations,occupation_v_Managers,"occupation_v_Plant and machine operators, and assemblers",occupation_v_Professional,"occupation_v_Skilled agricultural, forestry and fishery workers",occupation_v_Technicians and associate prefessionals,cont1_rel_v_Friend,cont1_rel_v_Mother,cont1_rel_v_Sibling,cont1_rel_v_Spouse,cont2_rel_v_Mother,cont2_rel_v_Spouse
L1022001027901060553514876928,0,0,0,27,10010000,272,0.0,4.0,3.0,4.0,359.0,72.0,1.0,3970.0,602.0,5.0,1.0,9031.0,18112.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
L1022001217907897037836976128,1,1,0,23,10110000,191,1.0,3.0,1.0,3.0,288.0,38.0,0.0,18252.0,6.0,1.0,0.0,0.0,69730.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001047901676104204746752,0,0,0,27,10270000,764,1.0,6.0,0.0,5.0,299.0,12.0,0.0,18273.0,583.0,2.0,1.0,3534.0,121435.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L1022001237908545826398601216,0,0,0,29,10200000,77,2.0,4.0,1.0,3.0,318.0,77.0,0.0,18204.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
L1022001227908197688877973504,0,0,0,30,10280000,369,0.0,1.0,0.0,0.0,288.0,348.0,20.0,274.0,586.0,11.0,4.0,18315.0,683206.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001207907534819341565952,0,0,0,31,10280000,418,0.0,3.0,0.0,7.0,323.0,114.0,4.0,3928.0,746.0,3.0,0.0,0.0,91562.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L1022001237908628857306152960,0,0,0,28,10200000,154,2.0,3.0,2.0,3.0,332.0,106.0,0.0,3940.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001277910159922365661184,0,0,0,31,10150000,394,0.0,1.0,1.0,2.0,314.0,484.0,0.0,17795.0,633.0,6.0,3.0,6886.0,6886.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L1022001287910455428211998720,1,0,0,28,10010000,203,1.0,5.0,0.0,3.0,298.0,21.0,0.0,18261.0,6.0,1.0,0.0,0.0,5565.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
L1022001117904374540860456960,1,0,0,28,10280000,175,3.0,6.0,0.0,1.0,326.0,30.0,0.0,4005.0,6.0,1.0,0.0,0.0,74300.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001017900560673560395776,1,0,0,28,10100000,438,0.0,0.0,0.0,1.0,256.0,130.0,74.0,18154.0,768.0,5.0,0.0,0.0,1376313.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
L1022001287910430193534304256,0,0,0,36,10310000,282,0.0,1.0,0.0,1.0,278.0,176.0,21.0,3858.0,733.0,4.0,0.0,0.0,67784.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001267909780769539817472,1,1,0,33,10080000,65,3.0,3.0,3.0,3.0,278.0,36.0,0.0,18251.0,5.0,2.0,0.0,0.0,16436.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
L1022001287910365752109236224,0,0,0,30,10200000,311,0.0,1.0,0.0,2.0,325.0,550.0,4.0,17723.0,6.0,1.0,0.0,0.0,13732.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001217907884527058616320,0,0,0,31,10350000,258,1.0,4.0,2.0,5.0,269.0,20.0,0.0,515.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001297910865234865356800,0,0,0,30,10200000,256,0.0,0.0,0.0,1.0,297.0,169.0,55.0,3868.0,579.0,5.0,1.0,1250.0,71674.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1022001177906440290199732224,0,0,0,33,10150000,471,0.0,4.0,1.0,2.0,331.0,77.0,1.0,18202.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L1022001297910795581895933952,1,1,0,42,10160000,413,0.0,4.0,2.0,3.0,248.0,16.0,0.0,4027.0,4.0,1.0,0.0,0.0,100000.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L1022001277910160956928491520,0,0,0,28,10160000,602,0.0,6.0,1.0,6.0,331.0,330.0,2.0,3862.0,614.0,12.0,4.0,7271.0,220167.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
L1022001057902074568495398912,0,0,0,33,10010000,1102,0.0,4.0,0.0,2.0,294.0,208.0,9.0,545.0,822.0,1.0,0.0,0.0,26000.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
L1022001077902812259693428736,0,0,0,28,10340000,123,0.0,1.0,0.0,3.0,286.0,93.0,12.0,3942.0,755.0,3.0,0.0,0.0,42729.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
L1022001217907918292157923328,0,0,0,24,10100000,498,1.0,4.0,1.0,5.0,318.0,108.0,0.0,18177.0,601.0,6.0,2.0,9000.0,459027.0,6.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
L1022001027901068267938840576,0,0,0,39,10150000,33,1.0,1.0,0.0,1.0,292.0,44.0,0.0,18242.0,591.0,9.0,4.0,31865.0,31541.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001257909132743666237440,0,0,0,33,10310000,746,2.0,2.0,3.0,3.0,391.0,257.0,0.0,3783.0,325.0,2.0,3.0,136224.0,489260.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L1022001227908255401053978624,0,0,0,42,10200000,1110,1.0,6.0,3.0,4.0,282.0,19.0,0.0,18267.0,557.0,1.0,1.0,1250.0,15665.0,2.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L1022001237908591723304124416,1,1,0,48,10010000,127,0.0,4.0,0.0,7.0,326.0,188.0,10.0,3847.0,712.0,7.0,0.0,0.0,114692.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L1022001187906804252334424064,1,1,0,25,10270000,289,0.0,0.0,0.0,0.0,381.0,230.0,78.0,664.0,755.0,1.0,0.0,0.0,2269.0,4.0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1022001037901307311473360896,1,1,1,43,10250000,130,1.0,5.0,1.0,2.0,267.0,21.0,0.0,4022.0,6.0,1.0,0.0,0.0,1650.0,3.0,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
L1022001087903277567076007936,0,0,0,34,10010000,920,1.0,6.0,1.0,7.0,328.0,286.0,0.0,3753.0,464.0,0.0,1.0,0.0,0.0,4.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
L1022001197907195554188296192,0,0,0,27,10010000,1016,0.0,1.0,0.0,1.0,344.0,278.0,8.0,3767.0,392.0,5.0,4.0,50783.0,313081.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
L1022001247908970195511869440,1,1,1,27,10160000,387,0.0,1.0,0.0,0.0,339.0,86.0,28.0,3961.0,697.0,8.0,0.0,0.0,119567.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L1022001237908552235127341056,0,0,0,28,10280000,974,0.0,12.0,0.0,10.0,398.0,17.0,6.0,4022.0,677.0,11.0,0.0,0.0,307423.0,6.0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
L1022001297910830642691244032,1,1,0,26,10250000,189,0.0,8.0,2.0,9.0,395.0,172.0,1.0,3875.0,5.0,5.0,0.0,0.0,84441.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L1022001207907573403004108800,0,0,0,29,10100000,1907,0.0,4.0,1.0,4.0,362.0,461.0,1.0,17820.0,755.0,4.0,0.0,0.0,279169.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
L1022001047901642360777408512,0,0,0,27,10010000,259,1.0,2.0,0.0,1.0,328.0,109.0,0.0,3930.0,755.0,2.0,0.0,0.0,5859.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001257909439192363630592,0,0,0,29,10010000,361,0.0,1.0,0.0,3.0,312.0,86.0,28.0,3951.0,589.0,3.0,3.0,30091.0,56946.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1022001217907785950269472768,0,0,0,30,10190000,145,1.0,3.0,2.0,4.0,295.0,47.0,0.0,18244.0,612.0,1.0,0.0,0.0,18412.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001127904665979792195584,0,0,0,23,10150000,594,0.0,0.0,0.0,2.0,435.0,60.0,59.0,4127.0,766.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
L1022001247908870267749990400,0,0,0,25,10140000,654,0.0,1.0,0.0,0.0,292.0,372.0,7.0,17904.0,614.0,7.0,1.0,9877.0,223401.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L1022001187906594690218131456,0,0,0,28,10200000,73,0.0,4.0,0.0,0.0,291.0,26.0,2.0,4009.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001037901265391116156928,0,0,0,24,10100000,316,0.0,1.0,0.0,0.0,81.0,42.0,4.0,18239.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1022001047901822261719531520,0,0,0,27,10140000,728,2.0,2.0,0.0,0.0,285.0,152.0,0.0,3892.0,342.0,7.0,4.0,31821.0,457932.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L1022001247908841780444069888,1,1,0,29,10100000,847,0.0,1.0,0.0,3.0,258.0,40.0,17.0,64.0,728.0,8.0,0.0,0.0,272836.0,4.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
L1022001217907958520348344320,0,0,0,37,10200000,321,0.0,0.0,1.0,1.0,306.0,292.0,3.0,3901.0,643.0,3.0,1.0,3975.0,71039.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001247909028771890659328,1,1,0,38,10310000,682,0.0,1.0,0.0,1.0,341.0,145.0,18.0,18122.0,5.0,1.0,0.0,0.0,4135.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
L1022001197907113189558517760,1,1,0,25,10300000,101,0.0,3.0,2.0,6.0,334.0,69.0,1.0,3971.0,771.0,4.0,0.0,0.0,81076.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
L1022001287910486126964703232,0,0,0,27,10110000,341,0.0,1.0,0.0,3.0,296.0,487.0,8.0,3553.0,692.0,2.0,0.0,0.0,71657.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
L1022001257909291964546351104,0,0,0,35,10200000,594,1.0,1.0,1.0,4.0,313.0,31.0,0.0,4007.0,746.0,3.0,0.0,0.0,55833.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L1022001047901855985546887168,0,0,0,31,10100000,958,1.0,1.0,0.0,2.0,254.0,96.0,0.0,3943.0,339.0,14.0,8.0,95409.0,3957302.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
L1022001307911154270007918592,0,0,0,29,10310000,369,2.0,3.0,2.0,7.0,355.0,99.0,0.0,3944.0,715.0,12.0,0.0,0.0,191343.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1022001267909733776650076160,0,0,0,26,10300000,441,0.0,6.0,1.0,2.0,356.0,9.0,1.0,1033.0,431.0,1.0,2.0,749.0,2746.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1022001267909729784943542272,0,0,0,27,10100000,317,0.0,0.0,0.0,2.0,271.0,66.0,41.0,3970.0,5.0,3.0,0.0,0.0,9346.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001197907135172115496960,0,0,0,36,10100000,86,0.0,9.0,2.0,10.0,341.0,102.0,0.0,17577.0,580.0,5.0,5.0,101160.0,220757.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L1022001047901720195923771392,0,0,0,20,10100000,1099,3.0,3.0,0.0,0.0,291.0,0.0,0.0,18290.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L1022001217907915731480805376,1,1,0,28,10110000,412,0.0,0.0,0.0,4.0,465.0,303.0,12.0,3744.0,755.0,8.0,0.0,0.0,45272.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001247908963911496564736,0,0,0,24,10110000,134,1.0,5.0,1.0,5.0,403.0,227.0,0.0,18009.0,760.0,1.0,0.0,0.0,4135.0,2.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L1022001077902798976013893632,0,0,0,31,10280000,594,0.0,0.0,0.0,1.0,379.0,498.0,14.0,3540.0,600.0,8.0,2.0,30.0,101020.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001217907874370140438528,1,1,0,29,10010000,284,0.0,6.0,1.0,7.0,317.0,195.0,3.0,3842.0,755.0,6.0,0.0,0.0,209144.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001207907438436076945408,0,0,0,32,10280000,714,0.0,1.0,0.0,4.0,320.0,286.0,5.0,17995.0,342.0,9.0,3.0,96106.0,419402.0,3.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
L1022001047901727803770470400,0,0,0,28,10190000,508,0.0,7.0,0.0,8.0,282.0,65.0,7.0,3978.0,665.0,7.0,2.0,13573.0,1104534.0,2.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
L1022001187906749642286628864,0,0,0,39,10300000,126,0.0,1.0,0.0,2.0,297.0,51.0,1.0,333.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
L1022001207907548884839366656,1,0,0,32,10310000,326,0.0,1.0,0.0,1.0,280.0,365.0,29.0,3669.0,746.0,8.0,0.0,0.0,89634.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
L1022001307911119767944232960,0,0,0,24,10150000,118,0.0,1.0,0.0,0.0,404.0,427.0,6.0,3771.0,551.0,4.0,1.0,391.0,3781.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L1022001257909339265197342720,1,1,0,43,10310000,1090,0.0,3.0,0.0,10.0,315.0,72.0,5.0,3963.0,567.0,6.0,0.0,0.0,697585.0,12.0,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001237908586103003873280,1,1,0,33,10010000,468,0.0,1.0,0.0,2.0,281.0,409.0,5.0,3787.0,733.0,7.0,0.0,0.0,111719.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L1022001207907469146661781504,0,0,0,31,10310000,108,0.0,2.0,0.0,5.0,254.0,214.0,4.0,3820.0,760.0,1.0,0.0,0.0,32740.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L1022001087903158429603135488,0,0,0,38,10200000,257,0.0,1.0,0.0,2.0,316.0,228.0,9.0,18057.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
L1022001167906113079555194880,0,0,0,33,10300000,131,2.0,4.0,3.0,3.0,277.0,4.0,0.0,17879.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L1022001067902423016314830848,0,0,0,43,10310000,362,1.0,2.0,2.0,3.0,244.0,81.0,0.0,18195.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
L1022001247908980348986523648,0,0,0,22,10150000,104,1.0,2.0,0.0,0.0,256.0,33.0,0.0,18113.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L1022001167906027465807822848,0,0,0,29,10280000,478,1.0,2.0,2.0,7.0,265.0,207.0,0.0,18073.0,742.0,3.0,0.0,0.0,44489.0,5.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1022001237908560931785998336,0,0,0,28,10080000,207,1.0,8.0,2.0,3.0,299.0,194.0,0.0,3846.0,741.0,2.0,0.0,0.0,46940.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001167906082654023647232,0,0,0,24,10350000,534,1.0,3.0,0.0,1.0,279.0,155.0,0.0,4033.0,638.0,3.0,1.0,1200.0,1000.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
L1022001137905046128597467136,1,1,0,27,10280000,2222,2.0,3.0,1.0,6.0,407.0,94.0,0.0,3952.0,741.0,10.0,0.0,0.0,389049.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
L1022001027900919977607888896,0,0,0,26,10080000,471,2.0,4.0,1.0,7.0,387.0,104.0,0.0,3928.0,718.0,8.0,0.0,0.0,157791.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1022001307911230941423665152,0,0,0,44,10150000,137,0.0,6.0,1.0,3.0,164.0,111.0,2.0,18132.0,759.0,1.0,0.0,0.0,4135.0,2.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
L1022001297910774393832407040,0,0,0,32,10310000,520,2.0,2.0,1.0,1.0,303.0,0.0,0.0,4198.0,746.0,3.0,0.0,0.0,54758.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
L1022001227908151208674787328,0,0,0,30,10250000,598,1.0,4.0,3.0,8.0,352.0,176.0,0.0,3862.0,6.0,6.0,0.0,0.0,86113.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
L1022001047901819778116943872,0,0,0,22,10030000,339,4.0,4.0,1.0,1.0,185.0,0.0,0.0,4037.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L1022001127904632861471342592,0,0,0,26,10150000,56,0.0,2.0,1.0,1.0,243.0,12.0,2.0,4176.0,582.3666622,3.74749499,0.783767535,14360.87081,193834.4737,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
L1022001287910509437358637056,0,0,0,23,10160000,498,1.0,2.0,0.0,1.0,251.0,135.0,0.0,18151.0,755.0,1.0,0.0,0.0,2269.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
L1022001237908636623324250112,0,0,0,33,10010000,81,0.0,1.0,0.0,1.0,264.0,75.0,1.0,308.0,719.0,1.0,0.0,0.0,13600.0,3.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
